 Re{Ex} Im{Ex} Re{Ey} Im{Ey} Re{Ez} Im{Ez} Re{Hx} Im{Hx} Re{Hy} Im{Hy} Re{Hz} Im{Hz}
 -0.21907564E-13 -0.15693121E-13 -0.45807854E-31  0.45340766E-30 -0.44895478E-14 -0.44621953E-14  0.77121383E-34  0.62834384E-34  0.67408756E-17  0.23541569E-16 -0.13219196E-34 -0.39185842E-34
 -0.19030295E-13 -0.15345376E-13 -0.48320814E-31  0.42550420E-30 -0.38234387E-14 -0.42337978E-14  0.73985976E-34  0.51129225E-34  0.49573911E-17  0.21412309E-16 -0.94572908E-35 -0.33396628E-34
 -0.16457080E-13 -0.14890477E-13 -0.50404794E-31  0.40030555E-30 -0.32354830E-14 -0.39965485E-14  0.70759356E-34  0.41102578E-34  0.34547059E-17  0.19418746E-16 -0.67159649E-35 -0.28198113E-34
 -0.14162048E-13 -0.14353628E-13 -0.52161880E-31  0.37739503E-30 -0.27181394E-14 -0.37550053E-14  0.67509826E-34  0.32441505E-34  0.21978893E-17  0.17559655E-16 -0.47893401E-35 -0.23591540E-34
 -0.12120857E-13 -0.13756293E-13 -0.53655457E-31  0.35642859E-30 -0.22644357E-14 -0.35129192E-14  0.64299699E-34  0.24900894E-34  0.11556584E-17  0.15832424E-16 -0.35028586E-35 -0.19559117E-34
 -0.10310690E-13 -0.13116642E-13 -0.54922297E-31  0.33712403E-30 -0.18679436E-14 -0.32733412E-14  0.61182513E-34  0.18289761E-34  0.30005882E-18  0.14233340E-16 -0.27101431E-35 -0.16069837E-34
 -0.87102378E-14 -0.12449958E-13 -0.55981686E-31  0.31925131E-30 -0.15227527E-14 -0.30387175E-14  0.58201704E-34  0.12459879E-34 -0.39383295E-18  0.12757842E-16 -0.22898341E-35 -0.13084098E-34
 -0.72996677E-14 -0.11768992E-13 -0.56842180E-31  0.30262387E-30 -0.12234432E-14 -0.28109740E-14  0.55390314E-34  0.72964323E-35 -0.94818507E-18  0.11400733E-16 -0.21425137E-35 -0.10557307E-34
 -0.60605795E-14 -0.11084287E-13 -0.57506488E-31  0.28709101E-30 -0.96505804E-15 -0.25915906E-14  0.52771400E-34  0.27104014E-35 -0.13826660E-17  0.10156358E-16 -0.21877915E-35 -0.84426425E-35
 -0.49759569E-14 -0.10404466E-13 -0.57974896E-31  0.27253129E-30 -0.74307590E-15 -0.23816680E-14  0.50358898E-34 -0.13675636E-35 -0.17146808E-17  0.90187591E-17 -0.23615990E-35 -0.66931219E-35
 -0.40301102E-14 -0.97364870E-14 -0.58247552E-31  0.25884690E-30 -0.55338295E-15 -0.21819849E-14  0.48158743E-34 -0.49920242E-35 -0.19595900E-17  0.79818039E-17 -0.26137196E-35 -0.52631091E-35
 -0.32086149E-14 -0.90858737E-14 -0.58325908E-31  0.24595881E-30 -0.39224601E-15 -0.19930498E-14  0.46170122E-34 -0.82065914E-35 -0.21309101E-17  0.70392902E-17 -0.29055660E-35 -0.41093651E-35
 -0.24982470E-14 -0.84569161E-14 -0.58213509E-31  0.23380285E-30 -0.25628590E-15 -0.18151451E-14  0.44386739E-34 -0.11046901E-34 -0.22404997E-17  0.61850347E-17 -0.32082053E-35 -0.31917396E-35
 -0.18869169E-14 -0.78528506E-14 -0.57916338E-31  0.22232636E-30 -0.14245172E-15 -0.16483667E-14  0.42798035E-34 -0.13542882E-34 -0.22987285E-17  0.54129433E-17 -0.35006244E-35 -0.24735788E-35
 -0.13636009E-14 -0.72760183E-14 -0.57442824E-31  0.21148550E-30 -0.47995980E-16 -0.14926575E-14  0.41390313E-34 -0.15720461E-34 -0.23146336E-17  0.47170679E-17 -0.37682235E-35 -0.19219156E-35
 -0.91827497E-15 -0.67280042E-14 -0.56803641E-31  0.20124307E-30  0.29549155E-16 -0.13478369E-14  0.40147749E-34 -0.17602799E-34 -0.22960615E-17  0.40916509E-17 -0.40015202E-35 -0.15074961E-35
 -0.54184694E-15 -0.62097595E-14 -0.56011370E-31  0.19156686E-30  0.92394549E-16 -0.12136265E-14  0.39053260E-34 -0.19211180E-34 -0.22497976E-17  0.35311588E-17 -0.41950482E-35 -0.12046851E-35
 -0.22609191E-15 -0.57217087E-14 -0.55080092E-31  0.18242820E-30  0.14251558E-15 -0.10896712E-14  0.38089242E-34 -0.20565615E-34 -0.21816844E-17  0.30303072E-17 -0.43464289E-35 -0.99128623E-36
  0.36411415E-16 -0.52638428E-14 -0.54024955E-31  0.17380103E-30  0.18167244E-15 -0.97555864E-15  0.37238171E-34 -0.21685231E-34 -0.20967285E-17  0.25840777E-17 -0.44556001E-35 -0.84830672E-36
  0.25234184E-15 -0.48358002E-14 -0.52861744E-31  0.16566109E-30  0.21142919E-15 -0.87083425E-15  0.36483075E-34 -0.22588507E-34 -0.19991975E-17  0.21877288E-17 -0.45241795E-35 -0.75968624E-36
  0.42769423E-15 -0.44369368E-14 -0.51606481E-31  0.15798538E-30  0.23317158E-15 -0.77501511E-15  0.35807901E-34 -0.23293391E-34 -0.18927075E-17  0.18368014E-17 -0.45549494E-35 -0.71200964E-36
  0.56783534E-15 -0.40663865E-14 -0.50275071E-31  0.15075177E-30  0.24812377E-15 -0.68760088E-15  0.35197776E-34 -0.23817335E-34 -0.17803019E-17  0.15271195E-17 -0.45514433E-35 -0.69421544E-36
  0.67755668E-15 -0.37231124E-14 -0.48882992E-31  0.14393875E-30  0.25736372E-15 -0.60808322E-15  0.34639173E-34 -0.24177283E-34 -0.16645229E-17  0.12547880E-17 -0.45176201E-35 -0.69731030E-36
  0.76112437E-15 -0.34059515E-14 -0.47445046E-31  0.13752529E-30  0.26183755E-15 -0.53595332E-15  0.34120019E-34 -0.24389617E-34 -0.15474744E-17  0.10161870E-17 -0.44576135E-35 -0.71409634E-36
  0.82232605E-15 -0.31136515E-14 -0.45975153E-31  0.13149074E-30  0.26237279E-15 -0.47070822E-15  0.33629729E-34 -0.24470098E-34 -0.14308793E-17  0.80796364E-18 -0.43755422E-35 -0.73891606E-36
  0.86451465E-15 -0.28449025E-14 -0.44486205E-31  0.12581482E-30  0.25969052E-15 -0.41185570E-15  0.33159195E-34 -0.24433793E-34 -0.13161305E-17  0.62702336E-18 -0.42753728E-35 -0.76741788E-36
  0.89064927E-15 -0.25983632E-14 -0.42989965E-31  0.12047765E-30  0.25441660E-15 -0.35891826E-15  0.32700737E-34 -0.24295008E-34 -0.12043358E-17  0.47051830E-18 -0.41608229E-35 -0.79634387E-36
  0.90333307E-15 -0.23726824E-14 -0.41497001E-31  0.11545977E-30  0.24709186E-15 -0.31143609E-15  0.32248024E-34 -0.24067229E-34 -0.10963581E-17  0.33583583E-18 -0.40352995E-35 -0.82334015E-36
  0.90484843E-15 -0.21665170E-14 -0.40016667E-31  0.11074222E-30  0.23818146E-15 -0.26896931E-15  0.31795978E-34 -0.23763079E-34 -0.99285112E-18  0.22058600E-18 -0.39018622E-35 -0.84678968E-36
  0.89718929E-15 -0.19785463E-14 -0.38557106E-31  0.10630657E-30  0.22808338E-15 -0.23109953E-15  0.31340660E-34 -0.23394279E-34 -0.89429072E-18  0.12258882E-18 -0.37632091E-35 -0.86566659E-36
  0.88209098E-15 -0.18074833E-14 -0.37125277E-31  0.10213503E-30  0.21713619E-15 -0.19743087E-15  0.30879151E-34 -0.22971637E-34 -0.80100252E-18  0.39861240E-19 -0.36216764E-35 -0.87941077E-36
  0.86105756E-15 -0.16520837E-14 -0.35727014E-31  0.98210451E-31  0.20562598E-15 -0.16759055E-15  0.30409434E-34 -0.22505036E-34 -0.71318616E-18 -0.29395643E-19 -0.34792510E-35 -0.88782109E-36
  0.83538678E-15 -0.15111526E-14 -0.34367084E-31  0.94516403E-31  0.19379272E-15 -0.14122901E-15  0.29930265E-34 -0.22003447E-34 -0.63093652E-18 -0.86809325E-19 -0.33375903E-35 -0.89096577E-36
  0.80619293E-15 -0.13835492E-14 -0.33049268E-31  0.91037219E-31  0.18183592E-15 -0.11801980E-15  0.29441065E-34 -0.21474946E-34 -0.55426226E-18 -0.13384825E-18 -0.31980480E-35 -0.88910785E-36
  0.77442754E-15 -0.12681903E-14 -0.31776440E-31  0.87758015E-31  0.16991979E-15 -0.97659222E-16  0.28941808E-34 -0.20926743E-34 -0.48310181E-18 -0.17183379E-18 -0.30617023E-35 -0.88264433E-36
  0.74089826E-15 -0.11640524E-14 -0.30550660E-31  0.84664712E-31  0.15817779E-15 -0.79865687E-16  0.28432914E-34 -0.20365217E-34 -0.41733732E-18 -0.20195175E-18 -0.29293866E-35 -0.87205704E-36
  0.70628585E-15 -0.10701725E-14 -0.29373260E-31  0.81744049E-31  0.14671674E-15 -0.64379013E-16  0.27915162E-34 -0.19795967E-34 -0.35680663E-18 -0.22526336E-18 -0.28017190E-35 -0.85787380E-36
  0.67115956E-15 -0.98564810E-15 -0.28244929E-31  0.78983580E-31  0.13562048E-15 -0.50959549E-16  0.27389606E-34 -0.19223852E-34 -0.30131349E-18 -0.24271566E-18 -0.26791324E-35 -0.84063829E-36
  0.63599101E-15 -0.90963655E-15 -0.27165803E-31  0.76371665E-31  0.12495310E-15 -0.39387231E-16  0.26857494E-34 -0.18653047E-34 -0.25063632E-18 -0.25515143E-18 -0.25619022E-35 -0.82088729E-36
  0.60116660E-15 -0.84135398E-15 -0.26135541E-31  0.73897461E-31  0.11476187E-15 -0.29460577E-16  0.26320212E-34 -0.18087096E-34 -0.20453566E-18 -0.26331837E-18 -0.24501717E-35 -0.79913414E-36
  0.18763354E-15  0.85009931E-16 -0.75891121E-31 -0.20640547E-31 -0.57465336E-17 -0.15910738E-16  0.15696530E-34  0.11777834E-34  0.37972315E-19 -0.15331507E-19 -0.19609149E-36  0.10096034E-35
  0.20167776E-15  0.90258954E-16 -0.79319864E-31 -0.21708085E-31 -0.75516711E-17 -0.17483467E-16  0.15839117E-34  0.11350740E-34  0.36296592E-19 -0.21471658E-19 -0.20633514E-36  0.10518064E-35
  0.21741252E-15  0.95440490E-16 -0.83044464E-31 -0.22792583E-31 -0.96887425E-17 -0.19127663E-16  0.15894685E-34  0.10839753E-34  0.33838338E-19 -0.28301034E-19 -0.21732131E-36  0.10966243E-35
  0.23502943E-15  0.10044130E-15 -0.87095979E-31 -0.23881141E-31 -0.12204003E-16 -0.20829565E-16  0.15843537E-34  0.10239397E-34  0.30446786E-19 -0.35853872E-19 -0.22905265E-36  0.11443264E-35
  0.25473590E-15  0.10512151E-15 -0.91508254E-31 -0.24957366E-31 -0.15148566E-16 -0.22570549E-16  0.15662920E-34  0.95447867E-35  0.25949593E-19 -0.44158585E-19 -0.24150494E-36  0.11952117E-35
  0.27675527E-15  0.10931022E-15 -0.96318034E-31 -0.26000747E-31 -0.18578686E-16 -0.24326188E-16  0.15326656E-34  0.87519084E-35  0.20150485E-19 -0.53235576E-19 -0.25461844E-36  0.12496073E-35
  0.30132675E-15  0.11280052E-15 -0.10156504E-30 -0.26985933E-31 -0.22556014E-16 -0.26065171E-16  0.14804743E-34  0.78579648E-35  0.12826736E-19 -0.63094634E-19 -0.26828793E-36  0.13078663E-35
  0.32870497E-15  0.11534394E-15 -0.10729201E-30 -0.27881912E-31 -0.27147815E-16 -0.27748074E-16  0.14062918E-34  0.68617934E-35  0.37265055E-20 -0.73731815E-19 -0.28235147E-36  0.13703620E-35
  0.35915911E-15  0.11664416E-15 -0.11354469E-30 -0.28651079E-31 -0.32427132E-16 -0.29325958E-16  0.13062206E-34  0.57643717E-35 -0.74339727E-20 -0.85125761E-19 -0.29657824E-36  0.14374800E-35
  0.39297158E-15  0.11635001E-15 -0.12037176E-30 -0.29248176E-31 -0.38472875E-16 -0.30738777E-16  0.11758423E-34  0.45694214E-35 -0.20973309E-19 -0.97233353E-19 -0.31065570E-36  0.15096055E-35
  0.43043590E-15  0.11404763E-15 -0.12782464E-30 -0.29619112E-31 -0.45369814E-16 -0.31913578E-16  0.10101672E-34  0.32841275E-35 -0.37247974E-19 -0.10998462E-18 -0.32417679E-36  0.15871069E-35
  0.47185398E-15  0.10925181E-15 -0.13595723E-30 -0.29699620E-31 -0.53208459E-16 -0.32762474E-16  0.80358152E-35  0.19199909E-35 -0.56655364E-19 -0.12327681E-18 -0.33662800E-36  0.16703122E-35
  0.51753232E-15  0.10139640E-15 -0.14482548E-30 -0.29413774E-31 -0.62084777E-16 -0.33180364E-16  0.54979305E-35  0.49383108E-36 -0.79636880E-19 -0.13696745E-18 -0.34737947E-36  0.17594804E-35
  0.56777721E-15  0.89823626E-16 -0.15448682E-30 -0.28672332E-31 -0.72099736E-16 -0.33042382E-16  0.24177776E-35 -0.97103814E-36 -0.10668094E-18 -0.15086636E-18 -0.35567882E-36  0.18547639E-35
  0.62288850E-15  0.73772545E-16 -0.16499937E-30 -0.27370908E-31 -0.83358610E-16 -0.32201049E-16 -0.12827298E-35 -0.24434379E-35 -0.13832587E-18 -0.16472641E-18 -0.36065070E-36  0.19561633E-35
  0.68315188E-15  0.52366234E-16 -0.17642089E-30 -0.25387963E-31 -0.95970010E-16 -0.30483108E-16 -0.56900190E-35 -0.38827342E-35 -0.17516257E-18 -0.17823295E-18 -0.36130469E-36  0.20634730E-35
  0.74882929E-15  0.24597939E-16 -0.18880750E-30 -0.22582612E-31 -0.11004459E-15 -0.27686018E-16 -0.10899304E-34 -0.52370015E-35 -0.21783678E-18 -0.19099154E-18 -0.35655493E-36  0.21762173E-35
  0.82014716E-15 -0.10683978E-16 -0.20221201E-30 -0.18792246E-31 -0.12569332E-15 -0.23574077E-16 -0.17014953E-34 -0.64409132E-35 -0.26705097E-18 -0.20251415E-18 -0.34525514E-36  0.22935779E-35
  0.89728213E-15 -0.54792255E-16 -0.21668184E-30 -0.13829979E-31 -0.14302535E-15 -0.17874170E-16 -0.24150752E-34 -0.74133292E-35 -0.32356539E-18 -0.21220332E-18 -0.32625402E-36  0.24143123E-35
  0.98034389E-15 -0.10921813E-15 -0.23225654E-30 -0.74819165E-32 -0.16214523E-15 -0.10271104E-16 -0.32430017E-34 -0.80545523E-35 -0.38819841E-18 -0.21933413E-18 -0.29847617E-36  0.25366670E-35
  0.10693546E-14 -0.17564987E-15 -0.24896467E-30  0.49571350E-33 -0.18314953E-15 -0.40252651E-18 -0.41985522E-34 -0.82432226E-35 -0.46182562E-18 -0.22303400E-18 -0.26103480E-36  0.26582877E-35
  0.11642243E-14 -0.25599236E-15 -0.26682021E-30  0.10379563E-31 -0.20612267E-15  0.12146586E-16 -0.52959180E-34 -0.78328211E-35 -0.54537749E-18 -0.22225967E-18 -0.21338299E-36  0.27761305E-35
  0.12647222E-14 -0.35238767E-15 -0.28581811E-30  0.22482249E-31 -0.23113179E-15  0.27849880E-16 -0.65501431E-34 -0.66477566E-35 -0.63983530E-18 -0.21577151E-18 -0.15551075E-36  0.28863834E-35
  0.13704421E-14 -0.46723634E-15 -0.30592917E-30  0.37155474E-31 -0.25822071E-15  0.47246011E-16 -0.79770242E-34 -0.44790087E-35 -0.74622482E-18 -0.20210464E-18 -0.88195429E-37  0.29844063E-35
  0.14807630E-14 -0.60321935E-15 -0.32709400E-30  0.54793122E-31 -0.28740249E-15  0.70945456E-16 -0.95929674E-34 -0.10793076E-35 -0.86560728E-18 -0.17953664E-18 -0.13312706E-37  0.30647025E-35
  0.15948019E-14 -0.76332020E-15 -0.34921598E-30  0.75834247E-31 -0.31865074E-15  0.99637719E-16 -0.11414790E-33  0.38421666E-35 -0.99906705E-18 -0.14605174E-18  0.65785187E-37  0.31209394E-35
  0.17113596E-14 -0.95084695E-15 -0.37215320E-30  0.10076587E-30 -0.35188921E-15  0.13409891E-15 -0.13459460E-33  0.10625573E-34 -0.11476955E-17 -0.99300925E-19  0.14381910E-36  0.31460389E-35
  0.18288579E-14 -0.11694535E-14 -0.39570915E-30  0.13012544E-30 -0.38697964E-15  0.17519960E-15 -0.15743761E-33  0.19666688E-34 -0.13125697E-17 -0.36557981E-19  0.21305802E-36  0.31323644E-35
  0.19452673E-14 -0.14231598E-14 -0.41962224E-30  0.16450289E-30 -0.42370741E-15  0.22391295E-15 -0.18283869E-33  0.31423672E-34 -0.14947264E-17  0.45328973E-19  0.26272125E-36  0.30720360E-35
  0.20580229E-14 -0.17163695E-14 -0.44355397E-30  0.20454208E-30 -0.46176482E-15  0.28132290E-15 -0.21094840E-33  0.46424287E-34 -0.16951282E-17  0.14999059E-18  0.27831508E-36  0.29574134E-35
  0.21639290E-14 -0.20538851E-14 -0.46707558E-30  0.25094148E-30 -0.50073170E-15  0.34863239E-15 -0.24189976E-33  0.65273559E-34 -0.19146230E-17  0.28159430E-18  0.24091936E-36  0.27817898E-35
  0.22590502E-14 -0.24409185E-14 -0.48965342E-30  0.30445392E-30 -0.54005291E-15  0.42717132E-15 -0.27580085E-33  0.88661820E-34 -0.21538934E-17  0.44490727E-18  0.12645026E-36  0.25403498E-35
  0.23385863E-14 -0.28830959E-14 -0.51063270E-30  0.36588526E-30 -0.57901240E-15  0.51840415E-15 -0.31272588E-33  0.11737308E-33 -0.24133961E-17  0.64536454E-18 -0.95060817E-37  0.22314480E-35
  0.23967313E-14 -0.33864552E-14 -0.52921979E-30  0.43609175E-30 -0.61670342E-15  0.62393679E-15 -0.35270500E-33  0.15229369E-33 -0.26932885E-17  0.88914222E-18 -0.46011384E-36  0.18582718E-35
  0.24265138E-14 -0.39574345E-14 -0.54446305E-30  0.51597587E-30 -0.65199440E-15  0.74552248E-15 -0.39571237E-33  0.19442116E-33 -0.29933411E-17  0.11832357E-17 -0.10122316E-35  0.14309535E-35
  0.24196167E-14 -0.46028481E-14 -0.55523223E-30  0.60648060E-30 -0.68348999E-15  0.88506621E-15 -0.44165278E-33  0.24487313E-33 -0.33128331E-17  0.15355425E-17 -0.18021878E-35  0.96919935E-36
  0.23661746E-14 -0.53298483E-14 -0.56019653E-30  0.70858196E-30 -0.70948689E-15  0.10446274E-14 -0.49034644E-33  0.30489645E-33 -0.36504299E-17  0.19549499E-17 -0.28878288E-35  0.50549661E-36
  0.22545470E-14 -0.61458694E-14 -0.55780143E-30  0.82327973E-30 -0.72792361E-15  0.12264200E-14 -0.54151209E-33  0.37587615E-33 -0.40040374E-17  0.24514260E-17 -0.43333075E-35  0.88951573E-37
  0.20710651E-14 -0.70585502E-14 -0.54624433E-30  0.95158647E-30 -0.73632387E-15  0.14328096E-14 -0.59474847E-33  0.45934459E-33 -0.43706332E-17  0.30361142E-17 -0.62074981E-35 -0.21020932E-36
  0.17997498E-14 -0.80756301E-14 -0.52344924E-30  0.10945150E-29 -0.73173286E-15  0.16663069E-14 -0.64951409E-33  0.55699062E-33 -0.47460685E-17  0.37214293E-17 -0.85813092E-35 -0.29547256E-36
  0.14219985E-14 -0.92048154E-14 -0.48704039E-30  0.12530646E-29 -0.71064559E-15  0.19295567E-14 -0.70510548E-33  0.67066903E-33 -0.51248388E-17  0.45211551E-17 -0.11523547E-34 -0.38248376E-37
  0.91623965E-15 -0.10453608E-13 -0.43431490E-30  0.14282068E-29 -0.66892678E-15  0.22253208E-14 -0.76063409E-33  0.80241056E-33 -0.54998190E-17  0.54505412E-17 -0.15094919E-34  0.72843220E-36
  0.25755025E-15 -0.11829095E-13 -0.36221418E-30  0.16208708E-29 -0.60172130E-15  0.25564556E-14 -0.81500193E-33  0.95443310E-33 -0.58619574E-17  0.65263963E-17 -0.19339680E-34  0.22165350E-35
 -0.58276370E-15 -0.13337680E-13 -0.26729372E-30  0.18319310E-29 -0.50335426E-15  0.29258812E-14 -0.86687624E-33  0.11291547E-32 -0.61999250E-17  0.77671787E-17 -0.24274378E-34  0.46896354E-35
 -0.16376284E-14 -0.14984772E-13 -0.14569032E-30  0.20621963E-29 -0.36721969E-15  0.33365424E-14 -0.91466326E-33  0.13292098E-32 -0.64997139E-17  0.91930784E-17 -0.29873031E-34  0.84690446E-35
 -0.29447075E-14 -0.16774389E-13  0.69145398E-32  0.23124054E-29 -0.18565639E-15  0.37913602E-14 -0.95648121E-33  0.15574700E-32 -0.67441784E-17  0.10826090E-16 -0.36048057E-34  0.13938762E-34
 -0.45469550E-14 -0.18708705E-13  0.19533741E-30  0.25832284E-29  0.50190668E-16  0.42931718E-14 -0.99013232E-33  0.18170717E-32 -0.69125126E-17  0.12690074E-16 -0.42626171E-34  0.21548293E-34
 -0.64932208E-14 -0.20787494E-13  0.42494499E-30  0.28752786E-29  0.35052577E-15  0.48446586E-14 -0.10130734E-32  0.21114544E-32 -0.69796555E-17  0.14810802E-16 -0.49318460E-34  0.31812044E-34
 -0.88389139E-14 -0.23007483E-13  0.70172033E-30  0.31891386E-29  0.72707765E-15  0.54482614E-14 -0.10223841E-32  0.24444119E-32 -0.69156145E-17  0.17215985E-16 -0.55683846E-34  0.45303554E-34
 -0.11646732E-13 -0.25361589E-13  0.10323500E-29  0.35254027E-29  0.11932987E-14  0.61060795E-14 -0.10147307E-32  0.28201634E-32 -0.66846966E-17  0.19935280E-16 -0.61085233E-34  0.62642315E-34
 -0.14987465E-13 -0.27838026E-13  0.14243418E-29  0.38847420E-29  0.17645938E-14  0.68197544E-14 -0.98632246E-33  0.32434497E-32 -0.62446316E-17  0.23000275E-16 -0.64637769E-34  0.84470243E-34
 -0.18940891E-13 -0.30419260E-13  0.18861851E-29  0.42679945E-29  0.24585871E-14  0.75903333E-14 -0.93285565E-33  0.37196629E-32 -0.55455706E-17  0.26444453E-16 -0.65149001E-34  0.11141407E-33
 -0.23596778E-13 -0.33080788E-13  0.24275725E-29  0.46762853E-29  0.32954378E-14  0.84181120E-14 -0.84943778E-33  0.42550203E-32 -0.45289365E-17  0.30303125E-16 -0.61051178E-34  0.14402889E-33
 -0.29056020E-13 -0.35789718E-13  0.30597050E-29  0.51111780E-29  0.42982196E-14  0.93024493E-14 -0.73048063E-33  0.48567929E-32 -0.31260952E-17  0.34613343E-16 -0.50326798E-34  0.18271695E-33
 -0.35431936E-13 -0.38503090E-13  0.37957113E-29  0.55748593E-29  0.54933861E-14  0.10241546E-13 -0.56954645E-33  0.55336033E-32 -0.12568072E-17  0.39413791E-16 -0.30429669E-34  0.22761439E-33
 -0.42851791E-13 -0.41165911E-13  0.46512207E-29  0.60703506E-29  0.69113483E-14  0.11232178E-13 -0.35912465E-33  0.62958092E-32  0.11725951E-17  0.44744642E-16  0.17943836E-35  0.27843687E-33
 -0.51458578E-13 -0.43708804E-13  0.56451416E-29  0.66017384E-29  0.85872031E-14  0.12269354E-13 -0.90307689E-34  0.71559890E-32  0.42713800E-17  0.50647401E-16  0.50180497E-34  0.33427361E-33
 -0.61413145E-13 -0.46045190E-13  0.68007088E-29  0.71743992E-29  0.10561661E-13  0.13345878E-13  0.24767652E-33  0.81295477E-32  0.81670367E-17  0.57164705E-16  0.11930110E-33  0.39331733E-33
 -0.72896772E-13 -0.48067853E-13  0.81468814E-29  0.77951857E-29  0.12882233E-13  0.14451749E-13  0.66813311E-33  0.92354616E-32  0.13008480E-16  0.64340073E-16  0.21449030E-33  0.45251617E-33
 -0.86114298E-13 -0.49644685E-13  0.97201912E-29  0.84725109E-29  0.15604762E-13  0.15573337E-13  0.11878459E-32  0.10497174E-31  0.18970018E-16  0.72217572E-16  0.34181454E-33  0.50713269E-33
 -0.10129794E-12 -0.50613349E-13  0.11567161E-28  0.92162405E-29  0.18795383E-13  0.16692197E-13  0.18283999E-32  0.11943656E-31  0.26256323E-16  0.80841326E-16  0.50795911E-33  0.55019522E-33
 -0.11871199E-12 -0.50774453E-13  0.13747434E-28  0.10037253E-28  0.22533037E-13  0.17783361E-13  0.26180103E-32  0.13610617E-31  0.35108718E-16  0.90254753E-16  0.71999007E-33  0.57182862E-33
 -0.13865850E-12 -0.49882703E-13  0.16337779E-28  0.10946470E-28  0.26912658E-13  0.18812843E-13  0.35940236E-32  0.15541866E-31  0.45813186E-16  0.10049934E-15  0.98493871E-33  0.55845593E-33
 -0.16148419E-12 -0.47635257E-13  0.19437145E-28  0.11953065E-28  0.32049176E-13  0.19733994E-13  0.48063029E-32  0.17790764E-31  0.58710627E-16  0.11161261E-15  0.13091428E-32  0.49186996E-33
 -0.18758865E-12 -0.43656244E-13  0.23172948E-28  0.13061469E-28  0.38082457E-13  0.20482171E-13  0.63217659E-32  0.20421679E-31  0.74210017E-16  0.12362490E-15  0.16972652E-32  0.34818474E-33
 -0.21743389E-12 -0.37475966E-13  0.27708775E-28  0.14266626E-28  0.45183281E-13  0.20966997E-13  0.82304180E-32  0.23511338E-31  0.92805301E-16  0.13655396E-15  0.21508979E-32  0.96690037E-34
 -0.25155489E-12 -0.28502808E-13  0.33253645E-28  0.15546804E-28  0.53560367E-13  0.21061164E-13  0.10653319E-31  0.27149831E-31  0.11509700E-15  0.15039658E-15  0.26666514E-32 -0.30135493E-33
 -0.29057073E-12 -0.15985144E-13  0.40072924E-28  0.16853017E-28  0.63468298E-13  0.20584386E-13  0.13753052E-31  0.31440970E-31  0.14181976E-15  0.16511527E-15  0.32336178E-32 -0.89394561E-33
 -0.33519478E-12  0.10403156E-14  0.48500897E-28  0.18093881E-28  0.75215923E-13  0.19280539E-13  0.17747435E-31  0.36501506E-31  0.17387712E-15  0.18061775E-15  0.38300886E-32 -0.17395409E-32
 -0.38624143E-12  0.23818407E-13  0.58954876E-28  0.19114352E-28  0.89174319E-13  0.16785402E-13  0.22927472E-31  0.42458473E-31  0.21238519E-15  0.19672571E-15  0.44193765E-32 -0.29082634E-32
 -0.44462512E-12  0.53969471E-13  0.71950555E-28  0.19666396E-28  0.10578262E-12  0.12581484E-13  0.29680872E-31  0.49443501E-31  0.25872659E-15  0.21312789E-15  0.49445148E-32 -0.44831835E-32
 -0.51134412E-12  0.93614474E-13  0.88118145E-28  0.19369032E-28  0.12554877E-12  0.59353359E-14  0.38522907E-31  0.57582294E-31  0.31461624E-15  0.22931037E-15  0.53214231E-32 -0.65619295E-32
 -0.58743784E-12  0.14553929E-12  0.10821858E-27  0.17654338E-28  0.14904010E-12 -0.41886386E-14  0.50136979E-31  0.66976389E-31  0.38217995E-15  0.24445416E-15  0.54297356E-32 -0.92590605E-32
 -0.67389999E-12  0.21340622E-12  0.13315876E-27  0.13694689E-28  0.17685583E-12 -0.19245437E-13  0.65427883E-31  0.77672535E-31  0.46404574E-15  0.25728605E-15  0.50997240E-32 -0.12709842E-31
 -0.77152219E-12  0.30201928E-12  0.16400447E-27  0.63044023E-29  0.20956828E-12 -0.41267036E-13  0.85591361E-31  0.89612238E-31  0.56344565E-15  0.26586307E-15  0.40923854E-32 -0.17076102E-31
 -0.88063270E-12  0.41764510E-12  0.20198849E-27 -0.61944865E-29  0.24761261E-12 -0.73070963E-13  0.11220372E-30  0.10254962E-30  0.68432241E-15  0.26726316E-15  0.20675072E-32 -0.22554378E-31
 -0.10006837E-11  0.56838205E-12  0.24850981E-27 -0.26158118E-28  0.29109371E-12 -0.11853102E-12  0.14733448E-30  0.11591901E-30  0.83142822E-15  0.25714364E-15 -0.14689705E-32 -0.29384973E-31
 -0.11296306E-11  0.76455454E-12  0.30511557E-27 -0.56882974E-28  0.33946292E-12 -0.18291944E-12  0.19368176E-30  0.12862410E-30  0.10103921E-14  0.22911433E-15 -0.72519217E-32 -0.37856573E-31
 -0.12630435E-11  0.10190865E-11  0.37344926E-27 -0.10298241E-27  0.39099433E-12 -0.27332317E-12  0.25472293E-30  0.13870642E-30  0.12277128E-14  0.17385204E-15 -0.16398306E-31 -0.48292957E-31
 -0.13928973E-11  0.13477795E-11  0.45513189E-27 -0.17093570E-27  0.44195875E-12 -0.39912163E-12  0.33485782E-30  0.14283315E-30  0.14906035E-14  0.77856166E-16 -0.30629588E-31 -0.60993082E-31
